тип источника,мин. время,макс. время,среднее время,мин. потребление памяти,макс. потребление памяти,сред. потребление памяти
from_pandas_known_normal,1.1167608000105247,1.1167608000105247,1.1167608000105247,143.95703125,143.95703125,143.95703125
delayed_known_normal,1.0492644000041764,1.0492644000041764,1.0492644000041764,145.6875,145.6875,145.6875
delayed_unknown_normal,1.195966600003885,1.195966600003885,1.195966600003885,146.13671875,146.13671875,146.13671875
from_pandas_known_large_partitions,0.6321976000035647,0.6321976000035647,0.6321976000035647,149.546875,149.546875,149.546875
from_pandas_known_small_partitions,6.502124499995261,6.502124499995261,6.502124499995261,179.2578125,179.2578125,179.2578125
